"","species","meters","location","species.fb"
"19500","Canthigaster rostrata",18.288,"Roatan","Canthigaster rostrata"
"19501","Canthigaster rostrata",18.288,"Roatan","Canthigaster rostrata"
"19502","Abudefduf saxatilis",18.288,"Roatan","Abudefduf saxatilis"
"19503","Clepticus parrae",18.288,"Roatan","Clepticus parrae"
"19504","Carangoides ruber",18.288,"Roatan","Caranx ruber"
"19505","Abudefduf saxatilis",18.288,"Roatan","Abudefduf saxatilis"
"19506","Canthigaster rostrata",18.288,"Roatan","Canthigaster rostrata"
"19507","Scarus iseri",18.288,"Roatan","Scarus iseri"
"19508","Carangoides ruber",18.288,"Roatan","Caranx ruber"
"19509","Chromis cyanea",18.288,"Roatan","Chromis cyanea"
"19510","Chromis cyanea",18.288,"Roatan","Chromis cyanea"
"19511","Chromis cyanea",18.288,"Roatan","Chromis cyanea"
"19512","Chromis cyanea",18.288,"Roatan","Chromis cyanea"
"19513","Scarus iseri",18.288,"Roatan","Scarus iseri"
"19514","Scarus iseri",18.288,"Roatan","Scarus iseri"
"19515","Scarus iseri",18.288,"Roatan","Scarus iseri"
"19516","Haemulon flavolineatum",18.288,"Roatan","Haemulon flavolineatum"
"19517","Chromis insolata",18.288,"Roatan","Chromis insolata"
"19518","Chromis insolata",18.288,"Roatan","Chromis insolata"
"19519","Chromis insolata",18.288,"Roatan","Chromis insolata"
"19520","Chromis insolata",18.288,"Roatan","Chromis insolata"
"19521","Chromis insolata",18.288,"Roatan","Chromis insolata"
"19522","Canthigaster rostrata",18.288,"Roatan","Canthigaster rostrata"
"19523","Canthigaster rostrata",18.288,"Roatan","Canthigaster rostrata"
"19524","Canthigaster rostrata",18.288,"Roatan","Canthigaster rostrata"
"19525","Canthigaster rostrata",18.288,"Roatan","Canthigaster rostrata"
"19526","Canthigaster rostrata",18.288,"Roatan","Canthigaster rostrata"
"19527","Gramma loreto",18.288,"Roatan","Gramma loreto"
"19528","Halichoeres garnoti",18.288,"Roatan","Halichoeres garnoti"
"19529","Chromis cyanea",24.384,"Roatan","Chromis cyanea"
"19530","Chromis cyanea",24.384,"Roatan","Chromis cyanea"
"19531","Chromis cyanea",24.384,"Roatan","Chromis cyanea"
"19532","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19533","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19534","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19535","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19536","Chromis insolata",24.384,"Roatan","Chromis insolata"
"19537","Chromis insolata",24.384,"Roatan","Chromis insolata"
"19538","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19539","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19540","Scarus taeniopterus",24.384,"Roatan","Scarus taeniopterus"
"19541","Scarus taeniopterus",24.384,"Roatan","Scarus taeniopterus"
"19542","Scarus taeniopterus",24.384,"Roatan","Scarus taeniopterus"
"19543","Scarus taeniopterus",24.384,"Roatan","Scarus taeniopterus"
"19544","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19545","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19546","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19547","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19548","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19549","Chromis insolata",24.384,"Roatan","Chromis insolata"
"19550","Chromis cyanea",24.384,"Roatan","Chromis cyanea"
"19551","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19552","Chromis insolata",24.384,"Roatan","Chromis insolata"
"19553","Chromis insolata",24.384,"Roatan","Chromis insolata"
"19554","Gramma loreto",24.384,"Roatan","Gramma loreto"
"19555","Gramma loreto",24.384,"Roatan","Gramma loreto"
"19556","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19557","Gramma loreto",24.384,"Roatan","Gramma loreto"
"19558","Gramma loreto",24.384,"Roatan","Gramma loreto"
"19559","Stegastes partitus",24.384,"Roatan","Stegastes partitus"
"19560","Halichoeres garnoti",24.384,"Roatan","Halichoeres garnoti"
"19561","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19562","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19563","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19564","Scarus taeniopterus",24.384,"Roatan","Scarus taeniopterus"
"19565","Chromis insolata",24.384,"Roatan","Chromis insolata"
"19566","Chromis insolata",24.384,"Roatan","Chromis insolata"
"19567","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19568","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19569","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19570","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19571","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19572","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19573","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19574","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19575","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19576","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19577","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19578","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19579","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19580","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19581","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19582","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19583","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19584","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19585","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19586","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19587","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19588","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19589","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19590","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19591","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19592","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19593","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19594","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19595","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19596","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19597","Canthidermis sufflamen",30.48,"Roatan","Canthidermis sufflamen"
"19598","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19599","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19600","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19601","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19602","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19603","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19604","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19605","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19606","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19607","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19608","Holacanthus ciliaris",30.48,"Roatan","Holacanthus ciliaris"
"19609","Holacanthus ciliaris",30.48,"Roatan","Holacanthus ciliaris"
"19610","Chaetodon capistratus",30.48,"Roatan","Chaetodon capistratus"
"19611","Chromis insolata",30.48,"Roatan","Chromis insolata"
"19612","Chromis insolata",30.48,"Roatan","Chromis insolata"
"19613","Chromis insolata",30.48,"Roatan","Chromis insolata"
"19614","Chromis cyanea",30.48,"Roatan","Chromis cyanea"
"19615","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19616","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19617","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19618","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19619","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19620","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19621","Chromis cyanea",30.48,"Roatan","Chromis cyanea"
"19622","Chromis cyanea",30.48,"Roatan","Chromis cyanea"
"19623","Clepticus parrae",30.48,"Roatan","Clepticus parrae"
"19624","Clepticus parrae",30.48,"Roatan","Clepticus parrae"
"19625","Clepticus parrae",30.48,"Roatan","Clepticus parrae"
"19626","Clepticus parrae",30.48,"Roatan","Clepticus parrae"
"19627","Clepticus parrae",30.48,"Roatan","Clepticus parrae"
"19628","Clepticus parrae",30.48,"Roatan","Clepticus parrae"
"19629","Clepticus parrae",30.48,"Roatan","Clepticus parrae"
"19630","Clepticus parrae",30.48,"Roatan","Clepticus parrae"
"19631","Clepticus parrae",30.48,"Roatan","Clepticus parrae"
"19632","Clepticus parrae",30.48,"Roatan","Clepticus parrae"
"19633","Chromis cyanea",30.48,"Roatan","Chromis cyanea"
"19634","Chromis cyanea",30.48,"Roatan","Chromis cyanea"
"19635","Chromis cyanea",30.48,"Roatan","Chromis cyanea"
"19636","Chromis cyanea",30.48,"Roatan","Chromis cyanea"
"19637","Chromis cyanea",30.48,"Roatan","Chromis cyanea"
"19638","Chromis cyanea",30.48,"Roatan","Chromis cyanea"
"19639","Chromis cyanea",30.48,"Roatan","Chromis cyanea"
"19640","Chromis cyanea",30.48,"Roatan","Chromis cyanea"
"19641","Chromis cyanea",30.48,"Roatan","Chromis cyanea"
"19642","Chromis cyanea",30.48,"Roatan","Chromis cyanea"
"19643","Chromis cyanea",30.48,"Roatan","Chromis cyanea"
"19644","Ocyurus chrysurus",30.48,"Roatan","Ocyurus chrysurus"
"19645","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19646","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19647","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19648","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19649","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19650","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19651","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19652","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19653","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19654","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19655","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19656","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19657","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19658","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19659","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19660","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19661","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19662","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19663","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19664","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19665","Chromis insolata",30.48,"Roatan","Chromis insolata"
"19666","Chromis cyanea",30.48,"Roatan","Chromis cyanea"
"19667","Chromis cyanea",30.48,"Roatan","Chromis cyanea"
"19668","Scarus iseri",30.48,"Roatan","Scarus iseri"
"19669","Hypoplectrus puella",30.48,"Roatan","Hypoplectrus puella"
"19670","Chromis insolata",30.48,"Roatan","Chromis insolata"
"19671","Chromis insolata",30.48,"Roatan","Chromis insolata"
"19672","Chromis insolata",30.48,"Roatan","Chromis insolata"
"19673","Chromis insolata",30.48,"Roatan","Chromis insolata"
"19674","Chromis insolata",30.48,"Roatan","Chromis insolata"
"19675","Chromis insolata",30.48,"Roatan","Chromis insolata"
"19676","Chromis insolata",30.48,"Roatan","Chromis insolata"
"19677","Chromis insolata",30.48,"Roatan","Chromis insolata"
"19678","Chromis insolata",30.48,"Roatan","Chromis insolata"
"19679","Chromis insolata",30.48,"Roatan","Chromis insolata"
"19680","Chromis insolata",30.48,"Roatan","Chromis insolata"
"19681","Chromis insolata",30.48,"Roatan","Chromis insolata"
"19682","Chromis insolata",30.48,"Roatan","Chromis insolata"
"19683","Chromis insolata",30.48,"Roatan","Chromis insolata"
"19684","Chromis insolata",30.48,"Roatan","Chromis insolata"
"19685","Chromis insolata",30.48,"Roatan","Chromis insolata"
"19686","Chromis insolata",30.48,"Roatan","Chromis insolata"
"19687","Chromis insolata",30.48,"Roatan","Chromis insolata"
"19688","Chromis insolata",30.48,"Roatan","Chromis insolata"
"19689","Chromis insolata",30.48,"Roatan","Chromis insolata"
"19690","Stegastes xanthurus",30.48,"Roatan","Stegastes xanthurus"
"19691","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19692","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19693","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19694","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19695","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19696","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19697","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19698","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19699","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19700","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19701","Stegastes xanthurus",30.48,"Roatan","Stegastes xanthurus"
"19702","Chromis insolata",30.48,"Roatan","Chromis insolata"
"19703","Chromis insolata",30.48,"Roatan","Chromis insolata"
"19704","Chromis insolata",30.48,"Roatan","Chromis insolata"
"19705","Chromis insolata",30.48,"Roatan","Chromis insolata"
"19706","Chromis insolata",30.48,"Roatan","Chromis insolata"
"19707","Chromis insolata",30.48,"Roatan","Chromis insolata"
"19708","Chromis insolata",30.48,"Roatan","Chromis insolata"
"19709","Chromis insolata",30.48,"Roatan","Chromis insolata"
"19710","Chromis insolata",30.48,"Roatan","Chromis insolata"
"19711","Chromis insolata",30.48,"Roatan","Chromis insolata"
"19712","Coryphopterus personatus",30.48,"Roatan","Coryphopterus personatus"
"19713","Coryphopterus personatus",30.48,"Roatan","Coryphopterus personatus"
"19714","Coryphopterus personatus",30.48,"Roatan","Coryphopterus personatus"
"19715","Coryphopterus personatus",30.48,"Roatan","Coryphopterus personatus"
"19716","Coryphopterus personatus",30.48,"Roatan","Coryphopterus personatus"
"19717","Coryphopterus personatus",30.48,"Roatan","Coryphopterus personatus"
"19718","Coryphopterus personatus",30.48,"Roatan","Coryphopterus personatus"
"19719","Coryphopterus personatus",30.48,"Roatan","Coryphopterus personatus"
"19720","Coryphopterus personatus",30.48,"Roatan","Coryphopterus personatus"
"19721","Coryphopterus personatus",30.48,"Roatan","Coryphopterus personatus"
"19722","Coryphopterus personatus",30.48,"Roatan","Coryphopterus personatus"
"19723","Coryphopterus personatus",30.48,"Roatan","Coryphopterus personatus"
"19724","Coryphopterus personatus",30.48,"Roatan","Coryphopterus personatus"
"19725","Coryphopterus personatus",30.48,"Roatan","Coryphopterus personatus"
"19726","Coryphopterus personatus",30.48,"Roatan","Coryphopterus personatus"
"19727","Coryphopterus personatus",30.48,"Roatan","Coryphopterus personatus"
"19728","Coryphopterus personatus",30.48,"Roatan","Coryphopterus personatus"
"19729","Coryphopterus personatus",30.48,"Roatan","Coryphopterus personatus"
"19730","Coryphopterus personatus",30.48,"Roatan","Coryphopterus personatus"
"19731","Coryphopterus personatus",30.48,"Roatan","Coryphopterus personatus"
"19732","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19733","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19734","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19735","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19736","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19737","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19738","Coryphopterus personatus",30.48,"Roatan","Coryphopterus personatus"
"19739","Coryphopterus personatus",30.48,"Roatan","Coryphopterus personatus"
"19740","Coryphopterus personatus",30.48,"Roatan","Coryphopterus personatus"
"19741","Coryphopterus personatus",30.48,"Roatan","Coryphopterus personatus"
"19742","Coryphopterus personatus",30.48,"Roatan","Coryphopterus personatus"
"19743","Coryphopterus personatus",30.48,"Roatan","Coryphopterus personatus"
"19744","Coryphopterus personatus",30.48,"Roatan","Coryphopterus personatus"
"19745","Coryphopterus personatus",30.48,"Roatan","Coryphopterus personatus"
"19746","Coryphopterus personatus",30.48,"Roatan","Coryphopterus personatus"
"19747","Coryphopterus personatus",30.48,"Roatan","Coryphopterus personatus"
"19748","Coryphopterus personatus",30.48,"Roatan","Coryphopterus personatus"
"19749","Coryphopterus personatus",30.48,"Roatan","Coryphopterus personatus"
"19750","Coryphopterus personatus",30.48,"Roatan","Coryphopterus personatus"
"19751","Coryphopterus personatus",30.48,"Roatan","Coryphopterus personatus"
"19752","Coryphopterus personatus",30.48,"Roatan","Coryphopterus personatus"
"19753","Coryphopterus personatus",30.48,"Roatan","Coryphopterus personatus"
"19754","Coryphopterus personatus",30.48,"Roatan","Coryphopterus personatus"
"19755","Coryphopterus personatus",30.48,"Roatan","Coryphopterus personatus"
"19756","Coryphopterus personatus",30.48,"Roatan","Coryphopterus personatus"
"19757","Coryphopterus personatus",30.48,"Roatan","Coryphopterus personatus"
"19758","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19759","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19760","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19761","Canthigaster rostrata",30.48,"Roatan","Canthigaster rostrata"
"19762","Halichoeres garnoti",30.48,"Roatan","Halichoeres garnoti"
"19763","Holacanthus ciliaris",30.48,"Roatan","Holacanthus ciliaris"
"19764","Chromis cyanea",30.48,"Roatan","Chromis cyanea"
"19765","Chromis cyanea",30.48,"Roatan","Chromis cyanea"
"19766","Carangoides ruber",30.48,"Roatan","Caranx ruber"
"19767","Halichoeres garnoti",30.48,"Roatan","Halichoeres garnoti"
"19768","Serranus chionaraia",30.48,"Roatan","Serranus chionaraia"
"19769","Coryphopterus personatus",30.48,"Roatan","Coryphopterus personatus"
"19770","Coryphopterus personatus",30.48,"Roatan","Coryphopterus personatus"
"19771","Coryphopterus personatus",30.48,"Roatan","Coryphopterus personatus"
"19772","Coryphopterus personatus",30.48,"Roatan","Coryphopterus personatus"
"19773","Coryphopterus personatus",30.48,"Roatan","Coryphopterus personatus"
"19774","Coryphopterus personatus",30.48,"Roatan","Coryphopterus personatus"
