,species,dband,location,abundance,m,COEF,abu.corr,species.fb
1773,Symphysanodon octoactinus,270,Roatan,1,m,1,1,Symphysanodon octoactinus
1774,Symphysanodon octoactinus,290,Roatan,1,m,1.308823529,1.308823529,Symphysanodon octoactinus
1775,Symphysanodon octoactinus,450,Roatan,1,m,5.933333333,5.933333333,Symphysanodon octoactinus
1776,Synagrops bellus,180,Bonaire,1,m,1.724533239,1.724533239,Synagrops bellus
1777,Synagrops bellus,200,Roatan,3,m,1.369230769,4.107692307,Synagrops bellus
1778,Synagrops bellus,240,Roatan,1,m,1.711538462,1.711538462,Synagrops bellus
1779,Synagrops bellus,250,Roatan,3,m,1.034883721,3.104651163,Synagrops bellus
1780,Synagrops bellus,290,Roatan,1,m,1.308823529,1.308823529,Synagrops bellus
1781,Synagrops egretta,210,Bonaire,1,m,1.454078712,1.454078712,Synagrops bellus
1782,Thalassoma bifasciatum,10,Roatan,215,m,2.225,478.375,Thalassoma bifasciatum
1783,Thalassoma bifasciatum,20,Roatan,2,m,1.934782609,3.869565218,Thalassoma bifasciatum
1784,Thalassoma bifasciatum,30,Roatan,1,m,1.034883721,1.034883721,Thalassoma bifasciatum
1785,Thalassoma bifasciatum,40,Roatan,1,m,1.1125,1.1125,Thalassoma bifasciatum
1786,Thalassoma bifasciatum,40,St. Eustatius,2,m,10.87650602,21.75301204,Thalassoma bifasciatum
1787,Thalassoma bifasciatum,70,Roatan,1,m,2.656716418,2.656716418,Thalassoma bifasciatum
1788,Trachinotus goodei,40,Roatan,3,m,1.1125,3.3375,Trachinotus goodei
1789,Varicus adamsi,240,Roatan,1,m,1.711538462,1.711538462,Varicus bucca
1790,Varicus cephalocellatus,130,Bonaire,2,m,1.303308391,2.606616782,Varicus bucca
1791,Varicus cephalocellatus,180,St. Eustatius,1,m,4.174566474,4.174566474,Varicus bucca
1792,Varicus decorum,90,Curacao,1,m,1.187769118,1.187769118,Varicus bucca
1793,Varicus decorum,140,Bonaire,1,m,1.365335946,1.365335946,Varicus bucca
1794,Varicus decorum,160,Bonaire,8,m,1.212877394,9.703019152,Varicus bucca
1795,Varicus decorum,160,Curacao,1,m,1.212877394,1.212877394,Varicus bucca
1796,Varicus decorum,220,Curacao,1,m,1.136560242,1.136560242,Varicus bucca
1797,Varicus veliguttatus,150,Curacao,1,m,1.188927353,1.188927353,Varicus bucca
1798,Varicus veliguttatus,180,Curacao,1,m,1.724533239,1.724533239,Varicus bucca
1799,Varicus veliguttatus,190,Curacao,1,m,1.643187332,1.643187332,Varicus bucca
1800,Varicus veliguttatus,190,Roatan,1,m,1.934782609,1.934782609,Varicus bucca
1801,Varicus veliguttatus,200,Roatan,1,m,1.369230769,1.369230769,Varicus bucca
1802,Varicus veliguttatus,220,Curacao,1,m,1.136560242,1.136560242,Varicus bucca
1803,Varicus veliguttatus,220,Roatan,4,m,1.854166667,7.416666668,Varicus bucca
1804,Varicus veliguttatus,230,Roatan,1,m,1.589285714,1.589285714,Varicus bucca
1805,Varicus veliguttatus,230,St. Eustatius,2,m,2.26572549,4.53145098,Varicus bucca
1806,Varicus veliguttatus,240,Roatan,1,m,1.711538462,1.711538462,Varicus bucca
1807,Varicus veliguttatus,260,Roatan,1,m,1.126582278,1.126582278,Varicus bucca
1808,Varicus veliguttatus,270,Roatan,1,m,1,1,Varicus bucca
1809,Verilus sordidus,240,Roatan,1,m,1.711538462,1.711538462,Verilus sordidus
1810,Verilus sordidus,390,Roatan,1,m,8.090909091,8.090909091,Verilus sordidus
1811,Vomerogobius flavus,70,Roatan,2,m,2.656716418,5.313432836,Vomerogobius flavus
1812,Vomerogobius flavus,90,Roatan,1,m,2.966666667,2.966666667,Vomerogobius flavus
1813,Xanthichthys ringens,40,Bonaire,1,m,1.139215137,1.139215137,Xanthichthys ringens
1814,Xanthichthys ringens,40,Curacao,2,m,1.139215137,2.278430274,Xanthichthys ringens
1815,Xanthichthys ringens,50,Bonaire,7,m,0.999995899,6.999971293,Xanthichthys ringens
1816,Xanthichthys ringens,50,Curacao,4,m,0.999995899,3.999983596,Xanthichthys ringens
1817,Xanthichthys ringens,60,Bonaire,12,m,2.016114097,24.19336916,Xanthichthys ringens
1818,Xanthichthys ringens,60,Curacao,7,m,2.016114097,14.11279868,Xanthichthys ringens
1819,Xanthichthys ringens,70,Bonaire,5,m,2.085070543,10.42535272,Xanthichthys ringens
1820,Xanthichthys ringens,70,Curacao,1,m,2.085070543,2.085070543,Xanthichthys ringens
1821,Xanthichthys ringens,70,St. Eustatius,1,m,5.971062422,5.971062422,Xanthichthys ringens
1822,Xanthichthys ringens,80,Curacao,1,m,1.181725224,1.181725224,Xanthichthys ringens
1823,Xanthichthys ringens,80,St. Eustatius,5,m,3.768327681,18.84163841,Xanthichthys ringens
1824,Xanthichthys ringens,90,St. Eustatius,5,m,1,5,Xanthichthys ringens
1825,Xanthichthys ringens,100,Bonaire,1,m,1.379236425,1.379236425,Xanthichthys ringens
1826,Xanthichthys ringens,100,St. Eustatius,4,m,1.546301253,6.185205012,Xanthichthys ringens
1827,Xanthichthys ringens,150,St. Eustatius,1,m,3.366899767,3.366899767,Xanthichthys ringens
1828,Zalieutes mcgintyi,200,St. Eustatius,1,m,3.862032086,3.862032086,Zalieutes mcgintyi
