,species,dband,location,hab,abundance,m,COEF,X,abu.corr,species.fb
1462,Mulloidichthys martinicus,90,Bonaire,deep,1,m,1.187769118,NA,1.187769118,Mulloidichthys martinicus
1463,Mulloidichthys martinicus,100,St. Eustatius,deep,2,m,1.546301253,NA,3.092602506,Mulloidichthys martinicus
1464,Muraena retifera,130,Bonaire,deep,2,m,1.303308391,NA,2.606616782,Muraena retifera
1465,Muraena retifera,140,Bonaire,deep,1,m,1.365335946,NA,1.365335946,Muraena retifera
1466,Muraena retifera,160,Bonaire,deep,1,m,1.212877394,NA,1.212877394,Muraena retifera
1467,Mycteroperca bonaci,60,Bonaire,deep,1,m,2.016114097,NA,2.016114097,Mycteroperca bonaci
1468,Mycteroperca bonaci,80,Bonaire,deep,1,m,1.181725224,NA,1.181725224,Mycteroperca bonaci
1469,Mycteroperca bonaci,90,Bonaire,deep,1,m,1.187769118,NA,1.187769118,Mycteroperca bonaci
1470,Mycteroperca interstitialis,60,Bonaire,deep,1,m,2.016114097,NA,2.016114097,Mycteroperca interstitialis
116,Apogon gouldi,150,Roatan,shallow,2,m,2.022727273,150,4.045454546,Apogon gouldi
1044,Haemulon striatum,150,Roatan,deep,2,m,2.022727273,150,4.045454546,Haemulon striatum
1045,Haemulon striatum,150,Roatan,shallow,2,m,2.022727273,150,4.045454546,Haemulon striatum
1742,Priacanthus arenatus,150,Roatan,deep,2,m,2.022727273,150,4.045454546,Priacanthus arenatus
1743,Priacanthus arenatus,150,Roatan,shallow,2,m,2.022727273,150,4.045454546,Priacanthus arenatus
95,Antilligobius nikkiae,150,Roatan,deep,1,m,2.022727273,150,2.022727273,Antilligobius nikkiae
96,Antilligobius nikkiae,150,Roatan,shallow,1,m,2.022727273,150,2.022727273,Antilligobius nikkiae
651,Chromis insolata,150,Roatan,deep,1,m,2.022727273,150,2.022727273,Chromis insolata
1479,Myripristis jacobus,40,Curacao,deep,2,m,1.139215137,NA,2.278430274,Myripristis jacobus
1480,Myripristis jacobus,50,Curacao,deep,2,m,0.999995899,NA,1.999991798,Myripristis jacobus
1481,Myripristis jacobus,60,Curacao,deep,6,m,2.016114097,NA,12.09668458,Myripristis jacobus
1482,Myripristis jacobus,70,Curacao,deep,2,m,2.085070543,NA,4.170141086,Myripristis jacobus
1483,Myripristis jacobus,80,Bonaire,deep,1,m,1.181725224,NA,1.181725224,Myripristis jacobus
1484,Myripristis jacobus,80,Curacao,deep,1,m,1.181725224,NA,1.181725224,Myripristis jacobus
1485,Myripristis jacobus,80,St. Eustatius,deep,1,m,3.768327681,NA,3.768327681,Myripristis jacobus
1486,Myripristis jacobus,100,St. Eustatius,deep,3,m,1.546301253,NA,4.638903759,Myripristis jacobus
1487,Myripristis jacobus,110,St. Eustatius,deep,1,m,1.300675371,NA,1.300675371,Myripristis jacobus
1488,Myripristis jacobus,120,St. Eustatius,deep,3,m,3.838426787,NA,11.51528036,Myripristis jacobus
652,Chromis insolata,150,Roatan,shallow,1,m,2.022727273,150,2.022727273,Chromis insolata
1299,Liopropoma mowbrayi,150,Roatan,deep,1,m,2.022727273,150,2.022727273,Liopropoma mowbrayi
1300,Liopropoma mowbrayi,150,Roatan,shallow,1,m,2.022727273,150,2.022727273,Liopropoma mowbrayi
1664,Plectranthias garrupellus,150,Roatan,deep,1,m,2.022727273,150,2.022727273,Plectranthias garrupellus
1493,Neoniphon coruscum,90,Bonaire,deep,1,m,1.187769118,NA,1.187769118,Sargocentron coruscum
1665,Plectranthias garrupellus,150,Roatan,shallow,1,m,2.022727273,150,2.022727273,Plectranthias garrupellus
1614,Palatogobius incendius,160,Roatan,deep,405,m,1.618181818,160,655.3636363,Palatogobius grandoculus
1615,Palatogobius incendius,160,Roatan,shallow,405,m,1.618181818,160,655.3636363,Palatogobius grandoculus
1568,Palatogobius grandoculus,160,Roatan,deep,300,m,1.618181818,160,485.4545454,Palatogobius grandoculus
1498,Ocyurus chrysurus,40,Bonaire,deep,1,m,1.139215137,NA,1.139215137,Ocyurus chrysurus
1569,Palatogobius grandoculus,160,Roatan,shallow,300,m,1.618181818,160,485.4545454,Palatogobius grandoculus
98,Antilligobius nikkiae,160,Roatan,deep,5,m,1.618181818,160,8.09090909,Antilligobius nikkiae
1501,Ocyurus chrysurus,90,Bonaire,deep,1,m,1.187769118,NA,1.187769118,Ocyurus chrysurus
1502,Ogcocephalus corniger,170,St. Eustatius,deep,1,m,3.76734481,NA,3.76734481,Ogcocephalus corniger
1503,Ogcocephalus corniger,200,St. Eustatius,deep,1,m,3.862032086,NA,3.862032086,Ogcocephalus corniger
1504,Ogcocephalus corniger,230,St. Eustatius,deep,3,m,2.26572549,NA,6.79717647,Ogcocephalus corniger
1505,Ogcocephalus parvus,160,Bonaire,deep,1,m,1.212877394,NA,1.212877394,Ogcocephalus parvus
99,Antilligobius nikkiae,160,Roatan,shallow,5,m,1.618181818,160,8.09090909,Antilligobius nikkiae
1377,Lipogramma idabeli,160,Roatan,deep,4,m,1.618181818,160,6.472727272,Lipogramma evides
1508,Opistognathus schrieri,150,Curacao,deep,1,m,1.188927353,NA,1.188927353,Opistognathus schrieri
1378,Lipogramma idabeli,160,Roatan,shallow,4,m,1.618181818,160,6.472727272,Lipogramma evides
1764,Pristigenys alta,160,Roatan,deep,4,m,1.618181818,160,6.472727272,Pristigenys alta
1765,Pristigenys alta,160,Roatan,shallow,4,m,1.618181818,160,6.472727272,Pristigenys alta
2225,Symphysanodon octoactinus,160,Roatan,deep,4,m,1.618181818,160,6.472727272,Symphysanodon octoactinus
1513,Ostichthys trachypoma,80,Bonaire,deep,1,m,1.181725224,NA,1.181725224,Ostichthys trachypoma
1514,Ostichthys trachypoma,150,Bonaire,deep,1,m,1.188927353,NA,1.188927353,Ostichthys trachypoma
1515,Ostichthys trachypoma,160,Curacao,deep,4,m,1.212877394,NA,4.851509576,Ostichthys trachypoma
1516,Ostichthys trachypoma,170,Bonaire,deep,2,m,1.172632844,NA,2.345265688,Ostichthys trachypoma
1517,Ostichthys trachypoma,170,Curacao,deep,3,m,1.172632844,NA,3.517898532,Ostichthys trachypoma
2226,Symphysanodon octoactinus,160,Roatan,shallow,4,m,1.618181818,160,6.472727272,Symphysanodon octoactinus
732,Corniger spinosus,160,Roatan,deep,2,m,1.618181818,160,3.236363636,Corniger spinosus
1520,Ostichthys trachypoma,180,Bonaire,deep,1,m,1.724533239,NA,1.724533239,Ostichthys trachypoma
1521,Ostichthys trachypoma,180,Curacao,deep,7,m,1.724533239,NA,12.07173267,Ostichthys trachypoma
733,Corniger spinosus,160,Roatan,shallow,2,m,1.618181818,160,3.236363636,Corniger spinosus
1094,Heteropriacanthus cruentatus,160,Roatan,deep,2,m,1.618181818,160,3.236363636,Heteropriacanthus cruentatus
1524,Ostichthys trachypoma,190,Curacao,deep,1,m,1.643187332,NA,1.643187332,Ostichthys trachypoma
1095,Heteropriacanthus cruentatus,160,Roatan,shallow,2,m,1.618181818,160,3.236363636,Heteropriacanthus cruentatus
167,Bembrops sp.,160,Roatan,deep,1,m,1.618181818,160,1.618181818,Bembrops gobioides
1527,Ostichthys trachypoma,190,St. Eustatius,deep,1,m,3.571711177,NA,3.571711177,Ostichthys trachypoma
1528,Ostichthys trachypoma,200,Curacao,deep,7,m,1.203301258,NA,8.423108806,Ostichthys trachypoma
168,Bembrops sp.,160,Roatan,shallow,1,m,1.618181818,160,1.618181818,Bembrops gobioides
601,Chromis enchrysura,160,Roatan,deep,1,m,1.618181818,160,1.618181818,Chromis enchrysura
1531,Ostichthys trachypoma,210,Curacao,deep,6,m,1.454078712,NA,8.724472272,Ostichthys trachypoma
602,Chromis enchrysura,160,Roatan,shallow,1,m,1.618181818,160,1.618181818,Chromis enchrysura
1244,Liopropoma aberrans,160,Roatan,deep,1,m,1.618181818,160,1.618181818,Liopropoma aberrans
1534,Ostichthys trachypoma,210,St. Eustatius,deep,1,m,2.498961938,NA,2.498961938,Ostichthys trachypoma
1535,Ostichthys trachypoma,220,Curacao,deep,11,m,1.136560242,NA,12.50216266,Ostichthys trachypoma
1245,Liopropoma aberrans,160,Roatan,shallow,1,m,1.618181818,160,1.618181818,Liopropoma aberrans
1570,Palatogobius grandoculus,170,Roatan,deep,300,m,1.022988506,170,306.8965518,Palatogobius grandoculus
1538,Ostichthys trachypoma,230,Curacao,deep,35,m,1.644295347,NA,57.55033715,Ostichthys trachypoma
1571,Palatogobius grandoculus,170,Roatan,shallow,300,m,1.022988506,170,306.8965518,Palatogobius grandoculus
1617,Palatogobius incendius,170,Roatan,deep,205,m,1.022988506,170,209.7126437,Palatogobius grandoculus
1541,Ostichthys trachypoma,240,Curacao,deep,3,m,2.350351807,NA,7.051055421,Ostichthys trachypoma
1618,Palatogobius incendius,170,Roatan,shallow,205,m,1.022988506,170,209.7126437,Palatogobius grandoculus
2228,Symphysanodon octoactinus,170,Roatan,deep,15,m,1.022988506,170,15.34482759,Symphysanodon octoactinus
1544,Ostichthys trachypoma,250,Curacao,deep,6,m,3.051927409,NA,18.31156445,Ostichthys trachypoma
2229,Symphysanodon octoactinus,170,Roatan,shallow,15,m,1.022988506,170,15.34482759,Symphysanodon octoactinus
100,Antilligobius nikkiae,170,Roatan,deep,10,m,1.022988506,170,10.22988506,Antilligobius nikkiae
1547,Ostichthys trachypoma,260,Curacao,deep,10,m,2.855374707,NA,28.55374707,Ostichthys trachypoma
101,Antilligobius nikkiae,170,Roatan,shallow,10,m,1.022988506,170,10.22988506,Antilligobius nikkiae
1247,Liopropoma aberrans,170,Roatan,deep,4,m,1.022988506,170,4.091954024,Liopropoma aberrans
1550,Ostichthys trachypoma,270,Curacao,deep,1,m,3.382094313,NA,3.382094313,Ostichthys trachypoma
1551,Ostichthys trachypoma,280,Curacao,deep,1,m,3.295256757,NA,3.295256757,Ostichthys trachypoma
1248,Liopropoma aberrans,170,Roatan,shallow,4,m,1.022988506,170,4.091954024,Liopropoma aberrans
1194,Jeboehlkia gladifer,170,Roatan,deep,2,m,1.022988506,170,2.045977012,Jeboehlkia gladifer
1195,Jeboehlkia gladifer,170,Roatan,shallow,2,m,1.022988506,170,2.045977012,Jeboehlkia gladifer
1518,Ostichthys trachypoma,170,Roatan,deep,2,m,1.022988506,170,2.045977012,Ostichthys trachypoma
1519,Ostichthys trachypoma,170,Roatan,shallow,2,m,1.022988506,170,2.045977012,Ostichthys trachypoma
256,Canthigaster jamestyleri,170,Roatan,deep,1,m,1.022988506,170,1.022988506,Canthigaster jamestyleri
1558,Oxyurichthys stigmalophius,90,Bonaire,deep,2,m,1.187769118,NA,2.375538236,Oxyurichthys stigmalophius
1559,Oxyurichthys stigmalophius,100,Bonaire,deep,1,m,1.379236425,NA,1.379236425,Oxyurichthys stigmalophius
257,Canthigaster jamestyleri,170,Roatan,shallow,1,m,1.022988506,170,1.022988506,Canthigaster jamestyleri
331,Caranx lugubris,170,Roatan,deep,1,m,1.022988506,170,1.022988506,Caranx lugubris
332,Caranx lugubris,170,Roatan,shallow,1,m,1.022988506,170,1.022988506,Caranx lugubris
1096,Heteropriacanthus cruentatus,170,Roatan,deep,1,m,1.022988506,170,1.022988506,Heteropriacanthus cruentatus
1097,Heteropriacanthus cruentatus,170,Roatan,shallow,1,m,1.022988506,170,1.022988506,Heteropriacanthus cruentatus
1317,Liopropoma olneyi,170,Roatan,deep,1,m,1.022988506,170,1.022988506,Liopropoma olneyi
1318,Liopropoma olneyi,170,Roatan,shallow,1,m,1.022988506,170,1.022988506,Liopropoma olneyi
1768,Pristigenys alta,170,Roatan,deep,1,m,1.022988506,170,1.022988506,Pristigenys alta
1769,Pristigenys alta,170,Roatan,shallow,1,m,1.022988506,170,1.022988506,Pristigenys alta
1927,Pterois volitans,170,Roatan,deep,1,m,1.022988506,170,1.022988506,Pterois volitans
1928,Pterois volitans,170,Roatan,shallow,1,m,1.022988506,170,1.022988506,Pterois volitans
1620,Palatogobius incendius,180,Roatan,deep,49,m,2.870967742,180,140.6774194,Palatogobius grandoculus
1621,Palatogobius incendius,180,Roatan,shallow,49,m,2.870967742,180,140.6774194,Palatogobius grandoculus
2231,Symphysanodon octoactinus,180,Roatan,deep,26,m,2.870967742,180,74.64516129,Symphysanodon octoactinus
2232,Symphysanodon octoactinus,180,Roatan,shallow,26,m,2.870967742,180,74.64516129,Symphysanodon octoactinus
104,Antilligobius nikkiae,180,Roatan,deep,5,m,2.870967742,180,14.35483871,Antilligobius nikkiae
105,Antilligobius nikkiae,180,Roatan,shallow,5,m,2.870967742,180,14.35483871,Antilligobius nikkiae
312,Carangoides ruber,180,Roatan,deep,4,m,2.870967742,180,11.48387097,Caranx ruber
313,Carangoides ruber,180,Roatan,shallow,4,m,2.870967742,180,11.48387097,Caranx ruber
1522,Ostichthys trachypoma,180,Roatan,deep,3,m,2.870967742,180,8.612903226,Ostichthys trachypoma
1523,Ostichthys trachypoma,180,Roatan,shallow,3,m,2.870967742,180,8.612903226,Ostichthys trachypoma
333,Caranx lugubris,180,Roatan,deep,2,m,2.870967742,180,5.741935484,Caranx lugubris
334,Caranx lugubris,180,Roatan,shallow,2,m,2.870967742,180,5.741935484,Caranx lugubris
1711,Pontinus castor,180,Roatan,deep,2,m,2.870967742,180,5.741935484,Pontinus castor
1712,Pontinus castor,180,Roatan,shallow,2,m,2.870967742,180,5.741935484,Pontinus castor
169,Bembrops sp.,180,Roatan,deep,1,m,2.870967742,180,2.870967742,Bembrops gobioides
1586,Palatogobius grandoculus,260,St. Eustatius,deep,1,m,6.485855411,NA,6.485855411,Palatogobius grandoculus
170,Bembrops sp.,180,Roatan,shallow,1,m,2.870967742,180,2.870967742,Bembrops gobioides
1249,Liopropoma aberrans,180,Roatan,deep,1,m,2.870967742,180,2.870967742,Liopropoma aberrans
1250,Liopropoma aberrans,180,Roatan,shallow,1,m,2.870967742,180,2.870967742,Liopropoma aberrans
1346,Lipogramma evides,180,Roatan,deep,1,m,2.870967742,180,2.870967742,Lipogramma evides
1347,Lipogramma evides,180,Roatan,shallow,1,m,2.870967742,180,2.870967742,Lipogramma evides
1948,Sargocentron poco,180,Roatan,deep,1,m,2.870967742,180,2.870967742,Sargocentron poco
1593,Palatogobius incendius,70,Bonaire,deep,6,m,2.085070543,NA,12.51042326,Palatogobius grandoculus
1949,Sargocentron poco,180,Roatan,shallow,1,m,2.870967742,180,2.870967742,Sargocentron poco
2234,Symphysanodon octoactinus,190,Roatan,deep,7,m,1.934782609,190,13.54347826,Symphysanodon octoactinus
1596,Palatogobius incendius,100,St. Eustatius,deep,26,m,1.546301253,NA,40.20383258,Palatogobius grandoculus
1597,Palatogobius incendius,110,Bonaire,deep,51,m,1.161185714,NA,59.22047141,Palatogobius grandoculus
1598,Palatogobius incendius,110,Curacao,deep,140,m,1.161185714,NA,162.566,Palatogobius grandoculus
2235,Symphysanodon octoactinus,190,Roatan,shallow,7,m,1.934782609,190,13.54347826,Symphysanodon octoactinus
1572,Palatogobius grandoculus,190,Roatan,deep,4,m,1.934782609,190,7.739130436,Palatogobius grandoculus
1601,Palatogobius incendius,110,St. Eustatius,deep,267,m,1.300675371,NA,347.2803241,Palatogobius grandoculus
1602,Palatogobius incendius,120,Curacao,deep,82,m,1.127104229,NA,92.42254678,Palatogobius grandoculus
1573,Palatogobius grandoculus,190,Roatan,shallow,4,m,1.934782609,190,7.739130436,Palatogobius grandoculus
1525,Ostichthys trachypoma,190,Roatan,deep,3,m,1.934782609,190,5.804347827,Ostichthys trachypoma
1605,Palatogobius incendius,130,St. Eustatius,deep,1,m,3.42437174,NA,3.42437174,Palatogobius grandoculus
1606,Palatogobius incendius,140,Curacao,deep,60,m,1.365335946,NA,81.92015676,Palatogobius grandoculus
1526,Ostichthys trachypoma,190,Roatan,shallow,3,m,1.934782609,190,5.804347827,Ostichthys trachypoma
1623,Palatogobius incendius,190,Roatan,deep,3,m,1.934782609,190,5.804347827,Palatogobius grandoculus
1609,Palatogobius incendius,150,Bonaire,deep,1,m,1.188927353,NA,1.188927353,Palatogobius grandoculus
1610,Palatogobius incendius,150,Curacao,deep,32,m,1.188927353,NA,38.0456753,Palatogobius grandoculus
1624,Palatogobius incendius,190,Roatan,shallow,3,m,1.934782609,190,5.804347827,Palatogobius grandoculus
335,Caranx lugubris,190,Roatan,deep,1,m,1.934782609,190,1.934782609,Caranx lugubris
1613,Palatogobius incendius,150,St. Eustatius,deep,1,m,3.366899767,NA,3.366899767,Palatogobius grandoculus
336,Caranx lugubris,190,Roatan,shallow,1,m,1.934782609,190,1.934782609,Caranx lugubris
889,Gephyroberyx darwinii,190,Roatan,deep,1,m,1.934782609,190,1.934782609,Gephyroberyx darwinii
1616,Palatogobius incendius,160,St. Eustatius,deep,165,m,4.342754059,NA,716.5544197,Palatogobius grandoculus
890,Gephyroberyx darwinii,190,Roatan,shallow,1,m,1.934782609,190,1.934782609,Gephyroberyx darwinii
1251,Liopropoma aberrans,190,Roatan,deep,1,m,1.934782609,190,1.934782609,Liopropoma aberrans
1619,Palatogobius incendius,180,Curacao,deep,1,m,1.724533239,NA,1.724533239,Palatogobius grandoculus
1252,Liopropoma aberrans,190,Roatan,shallow,1,m,1.934782609,190,1.934782609,Liopropoma aberrans
1715,Pontinus castor,190,Roatan,deep,1,m,1.934782609,190,1.934782609,Pontinus castor
1622,Palatogobius incendius,180,St. Eustatius,deep,31,m,4.174566474,NA,129.4115607,Palatogobius grandoculus
1716,Pontinus castor,190,Roatan,shallow,1,m,1.934782609,190,1.934782609,Pontinus castor
2294,Varicus veliguttatus,190,Roatan,deep,1,m,1.934782609,190,1.934782609,Varicus bucca
1625,Palatogobius incendius,200,Curacao,deep,1,m,1.203301258,NA,1.203301258,Palatogobius grandoculus
2295,Varicus veliguttatus,190,Roatan,shallow,1,m,1.934782609,190,1.934782609,Varicus bucca
1626,Palatogobius incendius,200,Roatan,deep,53,m,1.369230769,200,72.56923076,Palatogobius grandoculus
1627,Palatogobius incendius,200,Roatan,shallow,53,m,1.369230769,200,72.56923076,Palatogobius grandoculus
1574,Palatogobius grandoculus,200,Roatan,deep,28,m,1.369230769,200,38.33846153,Palatogobius grandoculus
1630,Paranthias furcifer,40,St. Eustatius,deep,5,m,10.87650602,NA,54.3825301,Paranthias furcifer
1631,Paranthias furcifer,50,Bonaire,deep,26,m,0.999995899,NA,25.99989337,Paranthias furcifer
1632,Paranthias furcifer,50,Curacao,deep,6,m,0.999995899,NA,5.999975394,Paranthias furcifer
1633,Paranthias furcifer,60,Bonaire,deep,16,m,2.016114097,NA,32.25782555,Paranthias furcifer
1634,Paranthias furcifer,60,Curacao,deep,189,m,2.016114097,NA,381.0455643,Paranthias furcifer
1635,Paranthias furcifer,70,Curacao,deep,45,m,2.085070543,NA,93.82817444,Paranthias furcifer
1636,Paranthias furcifer,80,Bonaire,deep,101,m,1.181725224,NA,119.3542476,Paranthias furcifer
1637,Paranthias furcifer,90,Bonaire,deep,50,m,1.187769118,NA,59.3884559,Paranthias furcifer
1638,Paranthias furcifer,90,Curacao,deep,4,m,1.187769118,NA,4.751076472,Paranthias furcifer
1639,Paranthias furcifer,100,Curacao,deep,1,m,1.379236425,NA,1.379236425,Paranthias furcifer
1640,Paranthias furcifer,110,Bonaire,deep,1,m,1.161185714,NA,1.161185714,Paranthias furcifer
1641,Paranthias furcifer,110,Curacao,deep,2,m,1.161185714,NA,2.322371428,Paranthias furcifer
1642,Paroncheilus affinis,80,Bonaire,deep,350,m,1.181725224,NA,413.6038284,Paroncheilus affinis
1643,Paroncheilus affinis,80,St. Eustatius,deep,1004,m,3.768327681,NA,3783.400992,Paroncheilus affinis
1644,Paroncheilus affinis,90,Bonaire,deep,36,m,1.187769118,NA,42.75968825,Paroncheilus affinis
1645,Paroncheilus affinis,90,St. Eustatius,deep,1,m,1,NA,1,Paroncheilus affinis
1646,Paroncheilus affinis,100,Bonaire,deep,1,m,1.379236425,NA,1.379236425,Paroncheilus affinis
1647,Paroncheilus affinis,100,St. Eustatius,deep,51,m,1.546301253,NA,78.8613639,Paroncheilus affinis
1648,Paroncheilus affinis,110,Bonaire,deep,249,m,1.161185714,NA,289.1352428,Paroncheilus affinis
1649,Paroncheilus affinis,110,Curacao,deep,5,m,1.161185714,NA,5.80592857,Paroncheilus affinis
1650,Paroncheilus affinis,130,Bonaire,deep,1,m,1.303308391,NA,1.303308391,Paroncheilus affinis
1651,Paroncheilus affinis,200,Bonaire,deep,1,m,1.203301258,NA,1.203301258,Paroncheilus affinis
1652,Peristedion brevirostre,170,Bonaire,deep,1,m,1.172632844,NA,1.172632844,Peristedion brevirostre
1653,Peristedion brevirostre,180,Bonaire,deep,1,m,1.724533239,NA,1.724533239,Peristedion brevirostre
1654,Peristedion brevirostre,220,Bonaire,deep,1,m,1.136560242,NA,1.136560242,Peristedion brevirostre
1575,Palatogobius grandoculus,200,Roatan,shallow,28,m,1.369230769,200,38.33846153,Palatogobius grandoculus
2237,Symphysanodon octoactinus,200,Roatan,deep,22,m,1.369230769,200,30.12307692,Symphysanodon octoactinus
2238,Symphysanodon octoactinus,200,Roatan,shallow,22,m,1.369230769,200,30.12307692,Symphysanodon octoactinus
1529,Ostichthys trachypoma,200,Roatan,deep,7,m,1.369230769,200,9.584615383,Ostichthys trachypoma
1659,Physiculus fulvus,150,Bonaire,deep,1,m,1.188927353,NA,1.188927353,Physiculus fulvus
1660,Physiculus fulvus,160,Bonaire,deep,1,m,1.212877394,NA,1.212877394,Physiculus fulvus
1661,Physiculus fulvus,170,Bonaire,deep,2,m,1.172632844,NA,2.345265688,Physiculus fulvus
1662,Pinnichthys aimoriensis,90,St. Eustatius,deep,1,m,1,NA,1,Chriolepis zebra
1663,Pinnichthys aimoriensis,160,Bonaire,deep,1,m,1.212877394,NA,1.212877394,Chriolepis zebra
1530,Ostichthys trachypoma,200,Roatan,shallow,7,m,1.369230769,200,9.584615383,Ostichthys trachypoma
2191,Symphysanodon berryi,200,Roatan,deep,5,m,1.369230769,200,6.846153845,Symphysanodon berryi
1666,Plectranthias garrupellus,170,St. Eustatius,deep,1,m,3.76734481,NA,3.76734481,Plectranthias garrupellus
2192,Symphysanodon berryi,200,Roatan,shallow,5,m,1.369230769,200,6.846153845,Symphysanodon berryi
2263,Synagrops bellus,200,Roatan,deep,3,m,1.369230769,200,4.107692307,Synagrops bellus
2264,Synagrops bellus,200,Roatan,shallow,3,m,1.369230769,200,4.107692307,Synagrops bellus
1929,Pterois volitans,200,Roatan,deep,2,m,1.369230769,200,2.738461538,Pterois volitans
1930,Pterois volitans,200,Roatan,shallow,2,m,1.369230769,200,2.738461538,Pterois volitans
